gönder app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-12,56,2.0,104.0,56.3998,0.4355,0.4794,0.5019,0.5149,0.5185,0.5216,0.5219,0.5249,0.5423,0.5427,0.5444,0.5448
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-12,36,2.0,68.0,47.8138,0.5882,0.6188,0.6627,0.6696,0.6966,0.7011,0.7011,0.7037,0.7154,0.732,0.7321,0.7326
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-12,10,2.5,25.0,7.3336,0.2078,0.216,0.216,0.2272,0.2388,0.2397,0.2676,0.2698,0.4198,0.4297,0.4297,0.4297
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-12,2,3.0,6.0,7.1457,0.0368,0.0368,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.0445,0.2066,0.2384
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-12,1,2.5,2.5,29.2389,0.1047,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.192,1.2088,1.2088,1.2088
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-12,0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-13,258,3.0,708.0,531.788,0.4159,0.4785,0.5059,0.5311,0.5463,0.552,0.5573,0.5682,0.5913,0.5957,0.6153,0.6333
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-13,183,2.5,422.5,250.4884,0.3874,0.4152,0.4474,0.4782,0.4851,0.4967,0.5023,0.5109,0.6018,0.6235,0.6425,0.6849
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-13,170,3.0,468.0,283.817,0.4157,0.4462,0.4614,0.4871,0.4945,0.4993,0.5048,0.5142,0.5456,0.5543,0.5674,0.5731
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-13,120,2.0,220.0,140.7091,0.521,0.5555,0.5708,0.5904,0.6128,0.6359,0.6437,0.6582,0.6815,0.6981,0.7185,0.7197
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-13,114,2.5,265.0,87.1684,0.2108,0.2296,0.2506,0.2598,0.2598,0.2686,0.269,0.2706,0.2758,0.2871,0.3054,0.3216
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-13,61,2.0,108.0,66.7586,0.4964,0.5312,0.5691,0.5728,0.5802,0.5875,0.5948,0.5972,0.628,0.6486,0.65,0.65
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-13,37,2.0,68.0,28.4284,0.2703,0.295,0.3045,0.3065,0.307,0.307,0.307,0.3142,0.32,0.328,0.3316,0.3316
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-13,12,2.5,30.0,9.7851,0.2509,0.2532,0.2559,0.2559,0.2559,0.2566,0.2566,0.2566,0.2566,0.2566,0.2566,0.2566
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-13,3,3.0,9.0,7.021,0.0328,0.0364,0.0364,0.0488,0.0521,0.0521,0.0521,0.0521,0.1087,0.1087,0.1087,0.1087
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-13,0,0.0,0.0,9.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-13,0,0.0,0.0,22.2672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-14,257,3.0,699.0,543.239,0.4284,0.487,0.5194,0.5497,0.5742,0.5825,0.6025,0.6042,0.6181,0.6341,0.6644,0.6686
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-14,230,2.0,416.0,203.6346,0.4824,0.5474,0.5812,0.6079,0.6323,0.6571,0.6797,0.687,0.7583,0.7788,0.7912,0.8104
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-14,179,2.5,420.0,240.6419,0.3662,0.415,0.4257,0.4387,0.4418,0.4521,0.4537,0.4617,0.4947,0.5075,0.5231,0.5395
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-14,177,3.0,486.0,275.3777,0.4366,0.464,0.4893,0.501,0.5276,0.5505,0.5593,0.5739,0.6095,0.6228,0.6445,0.689
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-14,111,2.5,257.5,80.1391,0.2464,0.3014,0.3164,0.3231,0.3301,0.3322,0.3501,0.3558,0.4479,0.4751,0.49,0.49
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-14,55,2.0,108.0,49.166,0.3518,0.3612,0.3642,0.3652,0.367,0.3673,0.3779,0.3807,0.4097,0.411,0.4118,0.4143
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-14,33,2.0,62.0,28.8557,0.2693,0.3268,0.3367,0.3569,0.3938,0.4018,0.4069,0.4078,0.4328,0.4518,0.4926,0.6145
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-14,15,2.5,30.0,9.3911,0.1944,0.1944,0.2028,0.2116,0.2116,0.2116,0.2116,0.2116,0.2116,0.2199,0.2199,0.2199
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-14,13,2.0,24.0,16.6409,0.9846,1.0379,1.1212,1.1234,1.1234,1.1296,1.1296,1.1296,1.1296,1.1296,1.1296,1.1296
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-14,4,2.0,8.0,1.2183,0.1697,0.5254,0.5342,0.5525,0.5719,0.5719,0.5719,0.5719,0.5719,0.5719,0.5719,0.5719
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-14,1,2.5,2.5,18.8725,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428,0.7428
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-14,0,0.0,0.0,12.5258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-14,0,0.0,0.0,4.3904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-15,340,3.0,939.0,570.8871,0.4016,0.4423,0.4626,0.4735,0.4878,0.4892,0.4917,0.4987,0.5198,0.5256,0.5308,0.533
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-15,181,2.5,412.5,243.6423,0.3924,0.4581,0.5368,0.5703,0.5911,0.6113,0.6426,0.653,0.7158,0.7422,0.7606,0.7811
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-15,169,3.0,471.0,286.8063,0.4521,0.4678,0.4825,0.4888,0.5208,0.5261,0.5269,0.5519,0.5663,0.5747,0.576,0.5858
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-15,115,2.5,270.0,64.3994,0.1523,0.1671,0.1755,0.1835,0.2192,0.2408,0.2514,0.2514,0.2596,0.3478,0.3735,0.3735
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-15,106,2.0,200.0,188.6788,0.4644,0.5111,0.5372,0.5532,0.5694,0.5858,0.5943,0.6079,0.6612,0.6796,0.6855,0.6875
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-15,83,2.0,154.0,93.2797,0.711,0.766,0.7787,0.7841,0.7843,0.7882,0.7883,0.7885,0.8002,0.8002,0.8024,0.8024
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-15,64,2.0,116.0,54.786,0.3673,0.4303,0.5329,0.5875,0.626,0.6408,0.6504,0.6517,0.7438,0.8044,0.8245,0.8251
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-15,46,2.0,82.0,26.6276,0.3041,0.3564,0.3845,0.4026,0.4109,0.4175,0.4208,0.4227,0.433,0.4404,0.4453,0.4453
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-15,19,2.5,47.5,17.7638,0.2768,0.2898,0.2919,0.2928,0.2968,0.2968,0.2968,0.2968,0.2968,0.2968,0.2968,0.2968
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-15,9,2.0,14.0,4.6688,0.4422,0.4955,0.5222,0.5222,0.5222,0.5222,0.5222,0.5222,0.5235,0.5235,0.5235,0.5235
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-15,2,2.5,5.0,27.9407,0.0515,0.0515,0.2017,0.2017,0.2017,0.2017,0.2017,0.2017,0.2017,0.2017,0.2017,0.2017
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-15,0,0.0,0.0,9.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-15,0,0.0,0.0,7.6916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-16,334,3.0,900.0,569.599,0.3974,0.4664,0.4926,0.5192,0.5312,0.547,0.5673,0.5755,0.6117,0.6454,0.6592,0.6728
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-16,192,3.0,498.0,229.1633,0.3453,0.3769,0.4114,0.4229,0.4346,0.4614,0.4741,0.4828,0.5183,0.5559,0.5752,0.589
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-16,187,2.5,427.5,211.8338,0.2874,0.3123,0.3328,0.3528,0.3703,0.3764,0.3913,0.394,0.4567,0.4908,0.5245,0.5541
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-16,116,2.0,210.0,152.6654,0.5215,0.5769,0.6074,0.6322,0.6604,0.689,0.7109,0.7307,0.7828,0.8032,0.8848,1.1708
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-16,113,2.5,260.0,87.789,0.2199,0.2445,0.2751,0.276,0.2774,0.2774,0.2812,0.283,0.2861,0.2999,0.3001,0.3136
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-16,92,2.0,168.0,104.0434,0.5416,0.5698,0.5844,0.5963,0.5984,0.5991,0.6078,0.6112,0.6296,0.6406,0.6407,0.6409
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-16,58,2.0,108.0,39.4007,0.2522,0.2778,0.2797,0.2909,0.3039,0.3095,0.3095,0.3097,0.3275,0.3285,0.3314,0.3314
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-16,36,2.0,68.0,31.3116,0.3369,0.3545,0.3901,0.4209,0.436,0.4629,0.4712,0.481,0.4872,0.4988,0.4988,0.4988
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-16,16,2.0,32.0,21.8246,0.5909,0.6571,0.6792,0.6869,0.7117,0.7228,0.733,0.7346,0.7604,0.813,0.8653,0.9517
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-16,15,2.5,37.5,17.3639,0.2711,0.2814,0.2855,0.3837,0.3837,0.3837,0.3837,0.3837,0.4405,0.4405,0.4405,0.4405
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-16,0,0.0,0.0,18.3295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-16,0,0.0,0.0,29.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-16,0,0.0,0.0,7.1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-17,410,3.0,1125.0,610.3203,0.3812,0.4364,0.4586,0.4776,0.4885,0.4935,0.5029,0.5062,0.5339,0.5486,0.5597,0.565
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-17,351,3.0,960.0,419.3889,0.3994,0.4358,0.4487,0.4709,0.4875,0.4948,0.501,0.5092,0.5452,0.5543,0.5855,0.5904
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-17,327,2.5,727.5,354.2386,0.3616,0.4081,0.4308,0.4561,0.4863,0.5029,0.5145,0.5284,0.6099,0.6392,0.6557,0.677
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-17,113,2.5,265.0,83.9428,0.2282,0.2499,0.2754,0.2946,0.2975,0.2987,0.3009,0.3013,0.3368,0.352,0.354,0.3666
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-17,108,2.0,194.0,137.4256,0.6098,0.6672,0.7056,0.7358,0.7452,0.7537,0.7607,0.7761,0.8218,0.862,0.9084,0.9393
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-17,60,2.0,112.0,62.3716,0.3742,0.4038,0.4262,0.4415,0.4453,0.4645,0.4817,0.4828,0.5061,0.5105,0.5112,0.5214
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-17,55,2.0,106.0,57.0138,0.3257,0.3484,0.3585,0.3835,0.3983,0.4018,0.4102,0.4175,0.4609,0.472,0.4872,0.5102
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-17,21,2.0,40.0,27.2453,0.4111,0.4231,0.4534,0.4681,0.4783,0.4821,0.4833,0.4833,0.4946,0.5019,0.5101,0.5139
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-17,12,2.5,27.5,5.6379,0.0483,0.0506,0.0506,0.0506,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776,0.1776
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-17,10,2.0,20.0,5.8195,0.1203,0.1285,0.1371,0.1424,0.1426,0.1426,0.1426,0.143,0.143,0.143,0.143,0.143
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-17,0,0.0,0.0,23.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-17,0,0.0,0.0,29.1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-17,0,0.0,0.0,3.9639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-18,334,3.0,927.0,452.5352,0.3609,0.4003,0.4228,0.4346,0.4534,0.4773,0.4898,0.5013,0.5199,0.5292,0.5358,0.5421
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-18,312,2.5,710.0,353.1083,0.3594,0.3896,0.4164,0.4464,0.4613,0.4668,0.4754,0.4816,0.5395,0.5605,0.5871,0.6086
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-18,274,3.0,747.0,524.0132,0.3782,0.4309,0.4572,0.472,0.4824,0.4938,0.499,0.501,0.5126,0.5196,0.5355,0.5427
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-18,114,2.0,204.0,187.0671,0.6137,0.643,0.6857,0.749,0.7753,0.8147,0.8282,0.8381,0.9378,1.0408,1.1116,1.1466
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-18,112,2.5,257.5,88.855,0.2083,0.221,0.2363,0.2532,0.2577,0.2577,0.2585,0.2721,0.2786,0.3059,0.3064,0.3064
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-18,60,2.0,108.0,68.2868,0.5181,0.5551,0.5785,0.5843,0.5956,0.5978,0.6035,0.6054,0.6147,0.6147,0.6205,0.6205
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-18,24,2.0,42.0,19.4455,0.2738,0.3072,0.3354,0.3677,0.3742,0.4312,0.4364,0.5876,0.5965,0.5972,0.5972,0.5972
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-18,22,2.0,42.0,23.2678,0.3546,0.4406,0.4458,0.4574,0.4657,0.4765,0.4872,0.4955,0.5093,0.5093,0.5096,0.5096
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-18,16,2.5,35.0,8.879,0.2251,0.2251,0.2826,0.291,0.291,0.291,0.3201,0.3201,0.3429,0.3815,0.3815,0.3815
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-18,3,2.0,6.0,2.6019,0.0325,0.0694,0.1311,0.1311,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432,0.1432
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-18,0,0.0,0.0,10.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-18,0,0.0,0.0,16.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-18,0,0.0,0.0,2.7409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-19,333,3.0,936.0,408.4213,0.3215,0.3519,0.3717,0.3774,0.3802,0.3863,0.3909,0.3944,0.4168,0.4342,0.4483,0.459
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-19,298,2.5,677.5,329.9543,0.3594,0.4052,0.4498,0.4814,0.5016,0.5111,0.5231,0.542,0.6048,0.6472,0.6835,0.7299
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-19,285,3.0,780.0,508.6223,0.4724,0.5598,0.5843,0.6018,0.6105,0.6279,0.633,0.6355,0.6655,0.6773,0.685,0.6896
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-19,117,2.5,277.5,101.0729,0.2681,0.2844,0.3154,0.3386,0.34,0.3466,0.3484,0.3484,0.3506,0.3678,0.3698,0.3698
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-19,108,2.0,202.0,137.2401,0.4232,0.4896,0.5212,0.542,0.5824,0.6009,0.6316,0.6369,0.6815,0.7115,0.7411,0.7637
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-19,58,2.0,102.0,60.9989,0.4152,0.4551,0.464,0.4663,0.4665,0.4796,0.4796,0.4871,0.4963,0.5185,0.526,0.5267
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-19,21,2.0,42.0,26.9917,0.4186,0.4525,0.4814,0.5373,0.5407,0.5408,0.5451,0.5451,0.5662,0.5662,0.6382,0.6383
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-19,16,2.0,30.0,11.2967,0.1358,0.1573,0.1621,0.168,0.168,0.1827,0.1864,0.1943,0.2016,0.2016,0.2146,0.2146
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-19,14,2.5,32.5,13.4559,0.2932,0.3118,0.3118,0.3118,0.3118,0.3194,0.3194,0.3194,0.3194,0.3194,0.3194,0.3194
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-19,3,2.0,4.0,1.0361,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-19,0,0.0,0.0,5.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-19,0,0.0,0.0,10.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-19,0,0.0,0.0,5.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-20,420,3.0,1146.0,504.1576,0.3527,0.3769,0.3855,0.3961,0.4028,0.4072,0.4116,0.4165,0.4251,0.4344,0.4452,0.4505
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-07-20,312,2.5,697.5,385.3765,0.3786,0.3985,0.4208,0.4358,0.4528,0.4579,0.4652,0.4801,0.5155,0.5458,0.5766,0.6143
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-20,306,3.0,849.0,562.6515,0.3953,0.4447,0.4723,0.4842,0.4987,0.5054,0.513,0.5185,0.5409,0.5595,0.5724,0.5833
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-07-20,117,2.5,265.0,132.3872,0.3901,0.4366,0.44,0.4555,0.4559,0.459,0.4607,0.4704,0.4858,0.508,0.5091,0.5093
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-20,113,2.0,204.0,127.4743,0.3529,0.3793,0.394,0.4094,0.4177,0.4327,0.4484,0.4601,0.5063,0.5226,0.5271,0.5327
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-20,62,2.0,114.0,65.0303,0.4174,0.431,0.4337,0.4476,0.4562,0.4564,0.4568,0.4568,0.4654,0.4661,0.4661,0.4753
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-20,31,2.0,58.0,19.7685,0.2979,0.3662,0.3769,0.3773,0.3805,0.3823,0.3896,0.3965,0.4161,0.4161,0.4161,0.4161
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-20,16,2.0,26.0,11.8748,0.2702,0.3323,0.3482,0.3726,0.375,0.3807,0.3807,0.3875,0.3982,0.3992,0.3993,0.3993
Venomidle Survive,AppSa_Alien_GP_US_CPI,WUpaY0xnb1A3QWNh,2025-07-20,11,2.5,27.5,6.9426,0.1328,0.1328,0.1551,0.1551,0.1551,0.1572,0.1572,0.1572,0.1572,0.1572,0.1572,0.1572
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-20,6,2.0,10.0,2.666,0.1248,0.1248,0.1248,0.1248,0.1248,0.1252,0.1252,0.1252,0.147,0.1541,0.1905,0.1905
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-07-20,0,0.0,0.0,22.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-20,0,0.0,0.0,4.9408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-07-20,0,0.0,0.0,2.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
