app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-22,0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-23,0,0.0,0.0,0.0296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-24,0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-25,0,0.0,0.0,0.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-26,0,0.0,0.07,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-27,0,0.0,0.0,0.1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-28,0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-29,0,0.0,0.0,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-30,0,0.0,0.0,0.5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-08-31,0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NzQ4,2025-09-01,0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-07-20,0,0.0,0.0,0.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-08-21,0,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODIz,2025-09-01,0,0.0,0.15,0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,ODU5,2025-08-03,0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,OTk5,2025-08-29,0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_T2_CPI_PTSDK_SSR,NjYx,2025-08-08,0,0.0,0.0,0.7861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-02,0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-03,0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-04,0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-05,0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-06,0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-11,0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-16,0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-18,0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-23,0,0.0,0.0,0.0776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-07-26,0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-08-02,0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-08-03,0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-08-05,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-08-15,0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,Mjgx,2025-08-31,0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-02,0,0.0,0.0,0.0783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-03,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-04,0,0.0,0.0,0.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-05,0,0.0,0.0,0.2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-06,0,0.0,0.0,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-11,0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-18,0,0.0,0.0,0.0682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-20,0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-21,0,0.0,0.0,0.2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-22,0,0.0,0.0,0.1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-28,0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-07-30,0,0.0,0.0,0.2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-03,0,0.0,0.0,0.2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-04,0,0.0,0.0,0.1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-05,0,0.0,0.0,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-06,0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-12,0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-22,0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-23,0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-26,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,MTE5,2025-08-30,0,0.0,0.0,0.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NDg1,2025-07-02,0,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NjU2,2025-08-09,0,0.0,0.0,0.2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI3,2025-07-06,0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI3,2025-07-17,0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI4,2025-07-12,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI4,2025-07-25,0,0.0,0.0,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI4,2025-08-16,0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTI4,2025-08-30,0,0.0,0.0,0.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-07-06,0,0.0,0.0,0.1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-07-07,0,0.0,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-07-08,0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-07-10,0,0.0,0.0,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-08-04,0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NTIx,2025-08-08,0,0.0,0.0,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-07-02,0,0.0,0.0,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-07-05,0,0.0,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-07-09,0,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-07-30,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-07-31,0,0.0,0.0,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-08-24,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_UK_CPI_PTSDK,NzQ4,2025-08-27,0,0.0,0.0,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SAP,QlEyeEpEdEM4N295,2025-07-17,0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SAP,QlEyeEpEdEM4N295,2025-07-20,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SAP,QlEyeEpEdEM4N295,2025-07-25,0,0.0,0.0,0.0936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SAP,QlEyeEpEdEM4N295,2025-07-29,0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SOO,MTU2NDl8,2025-07-05,0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_SOO,MTU2NDl8,2025-07-10,0,0.0,0.0,0.1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NDc2,2025-07-13,0,0.0,0.0,0.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjI3,2025-08-13,0,0.0,0.0,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-07-12,0,0.0,0.0,0.2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-07-13,0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-07-14,0,0.0,0.0,0.0807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-07-16,0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-07-22,0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NjQy,2025-08-30,0,0.0,0.0,0.6456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-07-10,0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-07-18,0,0.0,0.59,0.2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NTIx,2025-08-11,0,0.0,0.59,0.2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,NzQ4,2025-07-03,0,0.0,0.0,0.1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPA_TBSDK,ODY0,2025-07-20,0,0.0,0.0,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-07-16,0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_PTSDK_N,ODU5,2025-08-09,0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-02,0,0.0,0.0,0.0826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-05,0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-13,0,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-15,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-18,0,0.0,0.0,0.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-25,0,0.0,0.0,0.0229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-29,0,0.0,0.0,0.0869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-07-30,0,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-08-13,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-08-15,0,0.0,0.0,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_AND_US_CPI_SAP,LV9UVnNKZTY4WjZW,2025-08-29,0,0.0,0.0,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_JP_CPA_TBSDK_ADVN,ODY1,2025-08-26,0,0.0,0.0,0.1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_JP_CPA_TBSDK_ADVN,ODY1,2025-08-28,0,0.0,1.19,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-06,0,0.0,0.0,0.2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-08,0,0.0,0.17,1.1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-09,0,0.0,0.0,0.3915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-11,0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-13,0,0.0,0.0,0.1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-15,0,0.0,0.0,0.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-17,0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-19,0,0.0,0.0,0.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-20,0,0.0,0.0,0.2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-21,0,0.0,0.0,0.1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-22,0,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-23,0,0.0,0.0,0.2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-24,0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-27,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-18,0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-19,0,0.0,0.0,0.1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-20,0,0.0,0.5,0.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
